id,nama,shape_leng,geom
85,,0.0166632464565,"LINESTRING (106.83711550000005 -6.14611129999997, 106.8393907160001 -6.154126241000015, 106.84166600000006 -6.162141169999971)"
86,,0.0137505024287,"LINESTRING (106.96578370000005 -6.220673429999981, 106.95895114000004 -6.21990839899992, 106.95211860000005 -6.219143279999941)"
87,,0.0498344736576,"LINESTRING (106.78033740000005 -6.241477489999938, 106.77443242700006 -6.247318277999949, 106.76852732300006 -6.253158998999956, 106.76262208800004 -6.258999652999956, 106.75671672300011 -6.26484023899995, 106.75081122700007 -6.270680757999939, 106.74490560000002 -6.276521209999922)"
88,,0.0149640960508,"LINESTRING (106.84101050000001 -6.19822203999997, 106.84547690000008 -6.204224713999964, 106.84994340000007 -6.210227349999955)"
89,,0.006726735025,"LINESTRING (106.57258140000005 -6.344541849999944, 106.56586830000008 -6.344113769999963)"
90,,0.0154153982368,"LINESTRING (106.85863930000005 -6.242140969999945, 106.85851519800009 -6.234434270999913, 106.85839110000003 -6.22672756999997)"
91,,0.00459373712045,"LINESTRING (106.5117634000001 -6.355364529999955, 106.50795480000001 -6.352796069999981)"
92,,0.0814776457775,"LINESTRING (107.17947600000007 -6.270627639999896, 107.18762340100005 -6.270550079999962, 107.19577079900004 -6.270472393999929, 107.20391819500013 -6.270394582999886, 107.21206558900012 -6.27031664500001, 107.22021298000001 -6.270238581999946, 107.2283603690001 -6.27016039299996, 107.23650775500009 -6.270082078999964, 107.24465513900007 -6.270003637999958, 107.25280252100006 -6.269925071999941, 107.26094990000006 -6.269846379999914)"
93,,0.0138594392309,"LINESTRING (106.67864490000005 -6.170070320000023, 106.67179961400007 -6.1711487339999005, 106.66495430000006 -6.1722270599999485)"
94,,0.0470565270276,"LINESTRING (106.80230710000009 -6.449136719999929, 106.80478413000004 -6.441695383999916, 106.80726108700009 -6.4342540329999895, 106.80973797300004 -6.4268126679999735, 106.81221478700007 -6.419371289999956, 106.81443367636814 -6.412704617487789, 106.81469152900009 -6.411929896999938, 106.81716820000011 -6.404488489999919)"
95,,0.0141099764528,"LINESTRING (106.81019510000003 -6.421657729999955, 106.81321388700005 -6.4152812199999385, 106.81443367636814 -6.412704617487789, 106.81623260000006 -6.40890468999992)"
96,,0.00662173218898,"LINESTRING (106.8277447 -6.16112018999996, 106.83045140000004 -6.167163459999938)"
97,,0.0384210679218,"MULTILINESTRING ((106.86570768701868 -6.118433371324152, 106.8670169980001 -6.117796777999964, 106.87392759200007 -6.114436682999949, 106.87896125099006 -6.11198910383989, 106.88083810000003 -6.111076499999926), (106.84628470000004 -6.127876529999967, 106.85319555200003 -6.1245167019999736, 106.8601063180001 -6.1211567839999725, 106.86477988216956 -6.118884474523836))"
98,,0.0128985707609,"LINESTRING (106.84166600000006 -6.162141169999971, 106.84314193300006 -6.16841929799993, 106.84461790000006 -6.174697419999977)"
99,,0.0552622819607,"LINESTRING (106.56586830000008 -6.344113769999963, 106.55813917200005 -6.345721365000015, 106.55040999600003 -6.34732884599997, 106.54268077200008 -6.348936212999915, 106.53495150100005 -6.350543463999939, 106.5272221820001 -6.352150600999954, 106.51949281500006 -6.353757622999959, 106.5117634000001 -6.355364529999955)"
100,,0.00366740105114,"LINESTRING (106.63196900000004 -6.17692628999992, 106.63563610000006 -6.17687929999994)"
101,,0.0228341628857,"LINESTRING (106.64157430000004 -6.324432309999986, 106.63415491500008 -6.326131011999939, 106.6267354820001 -6.327829608999972, 106.61931600000011 -6.329528099999907)"
102,,0.0208933451139,"LINESTRING (106.83169550000004 -6.360055649999966, 106.83254228900003 -6.353142872999987, 106.83338905600002 -6.346230093000008, 106.83423580000009 -6.33931730999994)"
103,,0.00484101916749,"LINESTRING (106.67864490000005 -6.170070320000023, 106.68341660000007 -6.169254019999895)"
104,,0.113130905085,"LINESTRING (106.913797 -6.463582549999961, 106.90511982600006 -6.462919825000016, 106.89644267500002 -6.46225695199997, 106.88776554700007 -6.461593933000001, 106.87908844100005 -6.46093076700002, 106.87041135700011 -6.460267453999938, 106.86173429600008 -6.459603993999933, 106.85305725800005 -6.458940386999915, 106.84438024200003 -6.458276632999974, 106.83570324800009 -6.457612731999932, 106.82702627700007 -6.456948683999967, 106.81834932900004 -6.456284489999989, 106.80967240300004 -6.4556201479999995, 106.80129683845705 -6.454978736872944, 106.80099550000001 -6.454955659999909)"
105,,0.0136086330396,"LINESTRING (106.97898950000007 -6.223960029999955, 106.97238658000005 -6.222316770999972, 106.96578370000005 -6.220673429999981)"
